x,f(x)
6.905162501831676,85.30191918402899
3.3119004868420205,34.21628678211249
26.821955725274023,836.705131829656
-4.134172026150448,10.554690237203111
11.901012417738777,199.23814623812765
6.68379812127143,81.40834981099721
7.247598307894407,91.51807446417149
13.351725660996813,241.67548077050805
-6.997609251902283,30.976098234699293
-6.895555726068562,29.96646586704268
23.007725582452295,631.3863388072389
4.408736049843668,47.07189775656582
2.2427235962785375,24.000703514418685
18.549043059937887,428.2631706791814
11.4944394420708,188.09989585571606
-1.2406683399660139,6.5765845699299685
3.008439963358832,31.084470866569816
13.988941738519415,261.64625791776825
-10.656771670998765,80.93969576380675
11.556023819376726,189.76578179150917
1.5189241973508096,18.38282750670104
-20.216955911568498,337.8574826840304
-12.535594473627857,116.99875091273783
9.349340170396069,134.80752230336586
10.030974732275943,150.74435300866222
-23.815699050726927,481.9247250718878
17.32310487267044,379.38238192022015
-21.55863245885885,388.5401036607269
26.095174408540217,795.3388250462931
12.8094629267788,225.32019217963568
-15.780997585309626,195.91589444630972
20.021582658484377,490.95010278445983
29.1252561553352,974.7815707352318
-16.333300149671445,211.44349318057147
21.637387157375265,564.7260716276492
7.232136570257161,91.23234565187965
-16.427671156395604,214.15769499708966
-7.515127285920322,36.41662897990285
22.71369107468611,616.7665265350199
-4.046688437507264,10.188933560225927
-25.8785004565404,576.1827840530002
-6.24560101976698,24.02512801904642
-25.546178937244086,560.422542544717
27.871446400798504,898.303310075778
29.41098333943779,992.6498743504385
-24.060015160192698,492.6442688679316
-11.723447535465688,100.54543197495377
-13.019515472590356,127.42972125065828
-18.126319999690672,266.0581967324233
-11.95838008727948,105.16933396272447
7.2003697712045,90.64680392689354
7.533723730516769,96.89188816981857
28.283874810730644,923.1130735520061
-17.21088483505982,237.37101746545278
24.619601646798145,714.6031918342185
-19.965414148944237,328.7561055430858
-27.63931284167896,663.3743629934837
-7.866912646999488,40.42066400752254
-1.66474280424082,6.1123973873083095
-19.78790850281266,322.4096889044349
18.843784999672884,440.46337311258833
22.675895865933285,614.8998367863834
-25.118805705750635,540.4791772602481
-19.834180689861732,324.05800087863713
-1.8908059199108926,6.011923347126507
-8.786391491216495,52.05510947205565
-1.2170898934344692,6.612948234962451
28.40861993053106,930.6841660794908
0.6560881757196988,13.054804397197998
-3.5632704012234058,8.443814347341188
10.054897539343187,151.32055468406242
-2.1141999871750947,6.013041637070792
-28.651233026732093,716.2882218451755
-21.237187866143415,376.0693969972954
23.809311054876858,672.1205371273888
25.83054743173721,780.5393703501745
-11.35496757868858,93.51541839831447
24.39458612184771,702.6741765436357
4.263143760701176,45.22696976721007
4.617677432430547,49.79365459970056
25.28933936022876,750.7080427177306
-3.4099090008797255,7.987843390761666
7.424405886317736,94.81942631006038
4.0146580189869,42.17611108536342
18.15941900600859,412.4021746598204
-11.947314381646773,104.94906340731673
-7.669441466685029,38.14256654416769
-24.175910559375776,497.771009137434
-5.702263922959517,19.70675815524759
-0.626219692429526,7.887272333468426
-3.503074247507058,8.25923219351891
-4.354779179171384,11.54498498265906
-25.236081209949923,545.9154699953879
-0.1951079700093601,9.257635239923733
-13.798970327167194,145.21570078137194
